28, 31,

0000000000000000000000000000,
0111111111111001111111111110,
0100001000001001000001000010,
0100001000001001000001000010,
0100001000001001000001000010,
0111111111111111111111111110,
0100001001000000001001000010,
0100001001000000001001000010,
0111111001111001111001111110,
0000001000001001000001000000,
0000001000001001000001000000,
0000001001133333311001000000,
0000001001000220001001000000,
0000001001000220001001000000,
4444441111022222201111444444,
0000001001022222201001000000,
0000001001000000001001000000,
0000001001111111111001000000,
0000001001000000001001000000,
0000001001000000001001000000,
0111111111111001111111111110,
0100001000001001000001000010,
0100001000001001000001000010,
0111001111133333311111001110,
0001001001000000001001001000,
0001001001000000001001001000,
0111111001111001111001111110,
0100000000001001000000000010,
0100000000001001000000000010,
0111111111111111111111111110,
0000000000000000000000000000,

0000000000000000000000000000,
0111111111111001111111111110,
0100001000001001000001000010,
0200001000001001000001000020,
0100001000001001000001000010,
0111111111111111111111111110,
0100001001000000001001000010,
0100001001000000001001000010,
0111111001111001111001111110,
0000001000000000000001000000,
0000001000000000000001000000,
0000001000000000000001000000,
0000001000000000000001000000,
0000001000000000000001000000,
0000001000000000000001000000,
0000001000000000000001000000,
0000001000000000000001000000,
0000001000000000000001000000,
0000001000000000000001000000,
0000001000000000000001000000,
0111111111111001111111111110,
0100001000001001000001000010,
0100001000001001000001000010,
0211001111111001111111001120,
0001001001000000001001001000,
0001001001000000001001001000,
0111111001111001111001111110,
0100000000001001000000000010,
0100000000001001000000000010,
0111111111111111111111111110,
0000000000000000000000000000,

14,23,

4,
14,12,
12,14,
14,14,
16,14
